images,image_urls
"[{'url': 'https://img.pokemondb.net/artwork/samurott.jpg', 'path': 'samurott.jpg', 'checksum': '8f514d742869cbfc8b91bc6a5c788b34'}]",https://img.pokemondb.net/artwork/samurott.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pansear.jpg', 'path': 'pansear.jpg', 'checksum': '7469dc4d56d2353f2f97f202c8a75b3a'}]",https://img.pokemondb.net/artwork/pansear.jpg
"[{'url': 'https://img.pokemondb.net/artwork/herdier.jpg', 'path': 'herdier.jpg', 'checksum': 'de79677bc5dbf5909d08fe346f97184b'}]",https://img.pokemondb.net/artwork/herdier.jpg
"[{'url': 'https://img.pokemondb.net/artwork/patrat.jpg', 'path': 'patrat.jpg', 'checksum': '6d2022726d0ac777c49f7198b30d47b9'}]",https://img.pokemondb.net/artwork/patrat.jpg
"[{'url': 'https://img.pokemondb.net/artwork/herdier.jpg', 'path': 'herdier.jpg', 'checksum': 'de79677bc5dbf5909d08fe346f97184b'}]",https://img.pokemondb.net/artwork/herdier.jpg
"[{'url': 'https://img.pokemondb.net/artwork/watchog.jpg', 'path': 'watchog.jpg', 'checksum': '0dfdc4693b5cf8ce96a3beb15ceab190'}]",https://img.pokemondb.net/artwork/watchog.jpg
"[{'url': 'https://img.pokemondb.net/artwork/dewott.jpg', 'path': 'dewott.jpg', 'checksum': 'b565ef02f2a023e47a488f0ff1ed0be4'}]",https://img.pokemondb.net/artwork/dewott.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lillipup.jpg', 'path': 'lillipup.jpg', 'checksum': '064172243a9aa008fd8b25ef4fd9d8df'}]",https://img.pokemondb.net/artwork/lillipup.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lillipup.jpg', 'path': 'lillipup.jpg', 'checksum': '064172243a9aa008fd8b25ef4fd9d8df'}]",https://img.pokemondb.net/artwork/lillipup.jpg
"[{'url': 'https://img.pokemondb.net/artwork/purrloin.jpg', 'path': 'purrloin.jpg', 'checksum': '50027e57a09b88b40c9ee6791ae7ac35'}]",https://img.pokemondb.net/artwork/purrloin.jpg
"[{'url': 'https://img.pokemondb.net/artwork/purrloin.jpg', 'path': 'purrloin.jpg', 'checksum': '50027e57a09b88b40c9ee6791ae7ac35'}]",https://img.pokemondb.net/artwork/purrloin.jpg
"[{'url': 'https://img.pokemondb.net/artwork/emboar.jpg', 'path': 'emboar.jpg', 'checksum': '4ecdf94b02c9517f68b7b5b72d05cf81'}]",https://img.pokemondb.net/artwork/emboar.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pignite.jpg', 'path': 'pignite.jpg', 'checksum': '136f5b3078a8af4f72fc72b95dc0dea4'}]",https://img.pokemondb.net/artwork/pignite.jpg
"[{'url': 'https://img.pokemondb.net/artwork/liepard.jpg', 'path': 'liepard.jpg', 'checksum': 'b87a5628ea56ed5636a5ae9f897f53ff'}]",https://img.pokemondb.net/artwork/liepard.jpg
"[{'url': 'https://img.pokemondb.net/artwork/simisage.jpg', 'path': 'simisage.jpg', 'checksum': 'c7be7ccb4fa21aaad32ac7290de3f062'}]",https://img.pokemondb.net/artwork/simisage.jpg
"[{'url': 'https://img.pokemondb.net/artwork/liepard.jpg', 'path': 'liepard.jpg', 'checksum': 'b87a5628ea56ed5636a5ae9f897f53ff'}]",https://img.pokemondb.net/artwork/liepard.jpg
"[{'url': 'https://img.pokemondb.net/artwork/simisage.jpg', 'path': 'simisage.jpg', 'checksum': 'c7be7ccb4fa21aaad32ac7290de3f062'}]",https://img.pokemondb.net/artwork/simisage.jpg
"[{'url': 'https://img.pokemondb.net/artwork/purrloin.jpg', 'path': 'purrloin.jpg', 'checksum': '50027e57a09b88b40c9ee6791ae7ac35'}]",https://img.pokemondb.net/artwork/purrloin.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pansage.jpg', 'path': 'pansage.jpg', 'checksum': 'f6dfdadf2b08eebcfbb645f2a82c705f'}]",https://img.pokemondb.net/artwork/pansage.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pansage.jpg', 'path': 'pansage.jpg', 'checksum': 'f6dfdadf2b08eebcfbb645f2a82c705f'}]",https://img.pokemondb.net/artwork/pansage.jpg
"[{'url': 'https://img.pokemondb.net/artwork/herdier.jpg', 'path': 'herdier.jpg', 'checksum': 'de79677bc5dbf5909d08fe346f97184b'}]",https://img.pokemondb.net/artwork/herdier.jpg
"[{'url': 'https://img.pokemondb.net/artwork/liepard.jpg', 'path': 'liepard.jpg', 'checksum': 'b87a5628ea56ed5636a5ae9f897f53ff'}]",https://img.pokemondb.net/artwork/liepard.jpg
"[{'url': 'https://img.pokemondb.net/artwork/simisage.jpg', 'path': 'simisage.jpg', 'checksum': 'c7be7ccb4fa21aaad32ac7290de3f062'}]",https://img.pokemondb.net/artwork/simisage.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pansage.jpg', 'path': 'pansage.jpg', 'checksum': 'f6dfdadf2b08eebcfbb645f2a82c705f'}]",https://img.pokemondb.net/artwork/pansage.jpg
"[{'url': 'https://img.pokemondb.net/artwork/simisear.jpg', 'path': 'simisear.jpg', 'checksum': '490c20b0f0cf48e2e87bf5da33c730b3'}]",https://img.pokemondb.net/artwork/simisear.jpg
"[{'url': 'https://img.pokemondb.net/artwork/lillipup.jpg', 'path': 'lillipup.jpg', 'checksum': '064172243a9aa008fd8b25ef4fd9d8df'}]",https://img.pokemondb.net/artwork/lillipup.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pidove.jpg', 'path': 'pidove.jpg', 'checksum': 'ed08e52a213ef3a869490090170b203c'}]",https://img.pokemondb.net/artwork/pidove.jpg
"[{'url': 'https://img.pokemondb.net/artwork/simisear.jpg', 'path': 'simisear.jpg', 'checksum': '490c20b0f0cf48e2e87bf5da33c730b3'}]",https://img.pokemondb.net/artwork/simisear.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pidove.jpg', 'path': 'pidove.jpg', 'checksum': 'ed08e52a213ef3a869490090170b203c'}]",https://img.pokemondb.net/artwork/pidove.jpg
"[{'url': 'https://img.pokemondb.net/artwork/simipour.jpg', 'path': 'simipour.jpg', 'checksum': '2266f326ab8c3f6f714610b7b7adf817'}]",https://img.pokemondb.net/artwork/simipour.jpg
"[{'url': 'https://img.pokemondb.net/artwork/pidove.jpg', 'path': 'pidove.jpg', 'checksum': 'ed08e52a213ef3a869490090170b203c'}]",https://img.pokemondb.net/artwork/pidove.jpg
"[{'url': 'https://img.pokemondb.net/artwork/simipour.jpg', 'path': 'simipour.jpg', 'checksum': '2266f326ab8c3f6f714610b7b7adf817'}]",https://img.pokemondb.net/artwork/simipour.jpg
"[{'url': 'https://img.pokemondb.net/artwork/simipour.jpg', 'path': 'simipour.jpg', 'checksum': '2266f326ab8c3f6f714610b7b7adf817'}]",https://img.pokemondb.net/artwork/simipour.jpg
"[{'url': 'https://img.pokemondb.net/artwork/panpour.jpg', 'path': 'panpour.jpg', 'checksum': 'c3cc10d32a773cc226e61df4da4e4cc8'}]",https://img.pokemondb.net/artwork/panpour.jpg
"[{'url': 'https://img.pokemondb.net/artwork/panpour.jpg', 'path': 'panpour.jpg', 'checksum': 'c3cc10d32a773cc226e61df4da4e4cc8'}]",https://img.pokemondb.net/artwork/panpour.jpg
"[{'url': 'https://img.pokemondb.net/artwork/simisear.jpg', 'path': 'simisear.jpg', 'checksum': '490c20b0f0cf48e2e87bf5da33c730b3'}]",https://img.pokemondb.net/artwork/simisear.jpg
"[{'url': 'https://img.pokemondb.net/artwork/tepig.jpg', 'path': 'tepig.jpg', 'checksum': 'c8103321869bbf728837286e5c9a1ba4'}]",https://img.pokemondb.net/artwork/tepig.jpg
"[{'url': 'https://img.pokemondb.net/artwork/panpour.jpg', 'path': 'panpour.jpg', 'checksum': 'c3cc10d32a773cc226e61df4da4e4cc8'}]",https://img.pokemondb.net/artwork/panpour.jpg
"[{'url': 'https://img.pokemondb.net/artwork/serperior.jpg', 'path': 'serperior.jpg', 'checksum': '2fabd09d2f843276ac68753e484a53ac'}]",https://img.pokemondb.net/artwork/serperior.jpg
"[{'url': 'https://img.pokemondb.net/artwork/servine.jpg', 'path': 'servine.jpg', 'checksum': 'cb29495bf6cd3f5229fdb371a3a44ce9'}]",https://img.pokemondb.net/artwork/servine.jpg
"[{'url': 'https://img.pokemondb.net/artwork/snivy.jpg', 'path': 'snivy.jpg', 'checksum': '5af3fe20d3ba4d6cf88bed0c83233b30'}]",https://img.pokemondb.net/artwork/snivy.jpg
"[{'url': 'https://img.pokemondb.net/artwork/arceus.jpg', 'path': 'arceus.jpg', 'checksum': '37d68ff7e04d46deeb90fd43e4788c08'}]",https://img.pokemondb.net/artwork/arceus.jpg
"[{'url': 'https://img.pokemondb.net/artwork/victini.jpg', 'path': 'victini.jpg', 'checksum': '98be4612c4707623860078efeafc530e'}]",https://img.pokemondb.net/artwork/victini.jpg
"[{'url': 'https://img.pokemondb.net/artwork/cresselia.jpg', 'path': 'cresselia.jpg', 'checksum': 'c3faaf79373172614773e95824667083'}]",https://img.pokemondb.net/artwork/cresselia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/manaphy.jpg', 'path': 'manaphy.jpg', 'checksum': '7355bdbca67c4b90ee788cbc7d0f756e'}]",https://img.pokemondb.net/artwork/manaphy.jpg
"[{'url': 'https://img.pokemondb.net/artwork/phione.jpg', 'path': 'phione.jpg', 'checksum': '85a8a194903547a4d8e2e341576004ad'}]",https://img.pokemondb.net/artwork/phione.jpg
"[{'url': 'https://img.pokemondb.net/artwork/shaymin-land.jpg', 'path': 'shaymin-land.jpg', 'checksum': 'de065217cd6ffc8474d9c9e5faf3335d'}]",https://img.pokemondb.net/artwork/shaymin-land.jpg
"[{'url': 'https://img.pokemondb.net/artwork/darkrai.jpg', 'path': 'darkrai.jpg', 'checksum': '5705598c23d16b2caa2e0ad6d1f75d5f'}]",https://img.pokemondb.net/artwork/darkrai.jpg
"[{'url': 'https://img.pokemondb.net/artwork/shaymin-sky.jpg', 'path': 'shaymin-sky.jpg', 'checksum': 'f274934d47e1e1682053842d2f23d037'}]",https://img.pokemondb.net/artwork/shaymin-sky.jpg
"[{'url': 'https://img.pokemondb.net/artwork/giratina-altered.jpg', 'path': 'giratina-altered.jpg', 'checksum': '0f77175cd2b1ea32f67ebb637e2ea05b'}]",https://img.pokemondb.net/artwork/giratina-altered.jpg
"[{'url': 'https://img.pokemondb.net/artwork/giratina-origin.jpg', 'path': 'giratina-origin.jpg', 'checksum': '6c53055120f93ca0d9e5ea5576b5de0a'}]",https://img.pokemondb.net/artwork/giratina-origin.jpg
"[{'url': 'https://img.pokemondb.net/artwork/regigigas.jpg', 'path': 'regigigas.jpg', 'checksum': '93b0f2374cce2695859e11c505d202e4'}]",https://img.pokemondb.net/artwork/regigigas.jpg
"[{'url': 'https://img.pokemondb.net/artwork/azelf.jpg', 'path': 'azelf.jpg', 'checksum': '8efda9f78e07a5dc4f23f6b4ce84834e'}]",https://img.pokemondb.net/artwork/azelf.jpg
"[{'url': 'https://img.pokemondb.net/artwork/heatran.jpg', 'path': 'heatran.jpg', 'checksum': 'ad35ee85faa10358da9f76f703cdcdb1'}]",https://img.pokemondb.net/artwork/heatran.jpg
"[{'url': 'https://img.pokemondb.net/artwork/palkia.jpg', 'path': 'palkia.jpg', 'checksum': 'fee895a38a2c923ce096a3779ecd901f'}]",https://img.pokemondb.net/artwork/palkia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/snivy.jpg', 'path': 'snivy.jpg', 'checksum': '5af3fe20d3ba4d6cf88bed0c83233b30'}]",https://img.pokemondb.net/artwork/snivy.jpg
"[{'url': 'https://img.pokemondb.net/artwork/mesprit.jpg', 'path': 'mesprit.jpg', 'checksum': '3ad537e6c103d375aa8027add8e001fc'}]",https://img.pokemondb.net/artwork/mesprit.jpg
"[{'url': 'https://img.pokemondb.net/artwork/uxie.jpg', 'path': 'uxie.jpg', 'checksum': '402d40c98c604bb64f01bf4f5ddb63e9'}]",https://img.pokemondb.net/artwork/uxie.jpg
"[{'url': 'https://img.pokemondb.net/artwork/snivy.jpg', 'path': 'snivy.jpg', 'checksum': '5af3fe20d3ba4d6cf88bed0c83233b30'}]",https://img.pokemondb.net/artwork/snivy.jpg
"[{'url': 'https://img.pokemondb.net/artwork/giratina-altered.jpg', 'path': 'giratina-altered.jpg', 'checksum': '0f77175cd2b1ea32f67ebb637e2ea05b'}]",https://img.pokemondb.net/artwork/giratina-altered.jpg
"[{'url': 'https://img.pokemondb.net/artwork/dialga.jpg', 'path': 'dialga.jpg', 'checksum': '1dfd7be3f300e3e91d6545a937ee93f7'}]",https://img.pokemondb.net/artwork/dialga.jpg
"[{'url': 'https://img.pokemondb.net/artwork/rotom-normal.jpg', 'path': 'rotom-normal.jpg', 'checksum': 'f854764c71263cc287e5ffbac88a8ebd'}]",https://img.pokemondb.net/artwork/rotom-normal.jpg
"[{'url': 'https://img.pokemondb.net/artwork/snivy.jpg', 'path': 'snivy.jpg', 'checksum': '5af3fe20d3ba4d6cf88bed0c83233b30'}]",https://img.pokemondb.net/artwork/snivy.jpg
"[{'url': 'https://img.pokemondb.net/artwork/palkia.jpg', 'path': 'palkia.jpg', 'checksum': 'fee895a38a2c923ce096a3779ecd901f'}]",https://img.pokemondb.net/artwork/palkia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/mesprit.jpg', 'path': 'mesprit.jpg', 'checksum': '3ad537e6c103d375aa8027add8e001fc'}]",https://img.pokemondb.net/artwork/mesprit.jpg
"[{'url': 'https://img.pokemondb.net/artwork/uxie.jpg', 'path': 'uxie.jpg', 'checksum': '402d40c98c604bb64f01bf4f5ddb63e9'}]",https://img.pokemondb.net/artwork/uxie.jpg
"[{'url': 'https://img.pokemondb.net/artwork/uxie.jpg', 'path': 'uxie.jpg', 'checksum': '402d40c98c604bb64f01bf4f5ddb63e9'}]",https://img.pokemondb.net/artwork/uxie.jpg
"[{'url': 'https://img.pokemondb.net/artwork/rotom-wash.jpg', 'path': 'rotom-wash.jpg', 'checksum': '3c6877635e293f261feccb7d8ab7344c'}]",https://img.pokemondb.net/artwork/rotom-wash.jpg
"[{'url': 'https://img.pokemondb.net/artwork/rotom-heat.jpg', 'path': 'rotom-heat.jpg', 'checksum': '3bd7459d2cc5982d19e3f5ddf1e9a4d9'}]",https://img.pokemondb.net/artwork/rotom-heat.jpg
"[{'url': 'https://img.pokemondb.net/artwork/rotom-fan.jpg', 'path': 'rotom-fan.jpg', 'checksum': '93a3f885adf12299c37737578bdfd13e'}]",https://img.pokemondb.net/artwork/rotom-fan.jpg
"[{'url': 'https://img.pokemondb.net/artwork/rotom-frost.jpg', 'path': 'rotom-frost.jpg', 'checksum': '5e560e26e59363224fea2045a51aa946'}]",https://img.pokemondb.net/artwork/rotom-frost.jpg
"[{'url': 'https://img.pokemondb.net/artwork/rotom-mow.jpg', 'path': 'rotom-mow.jpg', 'checksum': 'c5180ec5f2a9a5072f579c940d2b50ec'}]",https://img.pokemondb.net/artwork/rotom-mow.jpg
"[{'url': 'https://img.pokemondb.net/artwork/dialga.jpg', 'path': 'dialga.jpg', 'checksum': '1dfd7be3f300e3e91d6545a937ee93f7'}]",https://img.pokemondb.net/artwork/dialga.jpg
"[{'url': 'https://img.pokemondb.net/artwork/rotom-normal.jpg', 'path': 'rotom-normal.jpg', 'checksum': 'f854764c71263cc287e5ffbac88a8ebd'}]",https://img.pokemondb.net/artwork/rotom-normal.jpg
"[{'url': 'https://img.pokemondb.net/artwork/rotom-normal.jpg', 'path': 'rotom-normal.jpg', 'checksum': 'f854764c71263cc287e5ffbac88a8ebd'}]",https://img.pokemondb.net/artwork/rotom-normal.jpg
"[{'url': 'https://img.pokemondb.net/artwork/rotom-normal.jpg', 'path': 'rotom-normal.jpg', 'checksum': 'f854764c71263cc287e5ffbac88a8ebd'}]",https://img.pokemondb.net/artwork/rotom-normal.jpg
"[{'url': 'https://img.pokemondb.net/artwork/dialga.jpg', 'path': 'dialga.jpg', 'checksum': '1dfd7be3f300e3e91d6545a937ee93f7'}]",https://img.pokemondb.net/artwork/dialga.jpg
"[{'url': 'https://img.pokemondb.net/artwork/dialga.jpg', 'path': 'dialga.jpg', 'checksum': '1dfd7be3f300e3e91d6545a937ee93f7'}]",https://img.pokemondb.net/artwork/dialga.jpg
"[{'url': 'https://img.pokemondb.net/artwork/mesprit.jpg', 'path': 'mesprit.jpg', 'checksum': '3ad537e6c103d375aa8027add8e001fc'}]",https://img.pokemondb.net/artwork/mesprit.jpg
"[{'url': 'https://img.pokemondb.net/artwork/uxie.jpg', 'path': 'uxie.jpg', 'checksum': '402d40c98c604bb64f01bf4f5ddb63e9'}]",https://img.pokemondb.net/artwork/uxie.jpg
"[{'url': 'https://img.pokemondb.net/artwork/mesprit.jpg', 'path': 'mesprit.jpg', 'checksum': '3ad537e6c103d375aa8027add8e001fc'}]",https://img.pokemondb.net/artwork/mesprit.jpg
"[{'url': 'https://img.pokemondb.net/artwork/azelf.jpg', 'path': 'azelf.jpg', 'checksum': '8efda9f78e07a5dc4f23f6b4ce84834e'}]",https://img.pokemondb.net/artwork/azelf.jpg
"[{'url': 'https://img.pokemondb.net/artwork/azelf.jpg', 'path': 'azelf.jpg', 'checksum': '8efda9f78e07a5dc4f23f6b4ce84834e'}]",https://img.pokemondb.net/artwork/azelf.jpg
"[{'url': 'https://img.pokemondb.net/artwork/azelf.jpg', 'path': 'azelf.jpg', 'checksum': '8efda9f78e07a5dc4f23f6b4ce84834e'}]",https://img.pokemondb.net/artwork/azelf.jpg
"[{'url': 'https://img.pokemondb.net/artwork/palkia.jpg', 'path': 'palkia.jpg', 'checksum': 'fee895a38a2c923ce096a3779ecd901f'}]",https://img.pokemondb.net/artwork/palkia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/heatran.jpg', 'path': 'heatran.jpg', 'checksum': 'ad35ee85faa10358da9f76f703cdcdb1'}]",https://img.pokemondb.net/artwork/heatran.jpg
"[{'url': 'https://img.pokemondb.net/artwork/palkia.jpg', 'path': 'palkia.jpg', 'checksum': 'fee895a38a2c923ce096a3779ecd901f'}]",https://img.pokemondb.net/artwork/palkia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/heatran.jpg', 'path': 'heatran.jpg', 'checksum': 'ad35ee85faa10358da9f76f703cdcdb1'}]",https://img.pokemondb.net/artwork/heatran.jpg
"[{'url': 'https://img.pokemondb.net/artwork/heatran.jpg', 'path': 'heatran.jpg', 'checksum': 'ad35ee85faa10358da9f76f703cdcdb1'}]",https://img.pokemondb.net/artwork/heatran.jpg
"[{'url': 'https://img.pokemondb.net/artwork/regigigas.jpg', 'path': 'regigigas.jpg', 'checksum': '93b0f2374cce2695859e11c505d202e4'}]",https://img.pokemondb.net/artwork/regigigas.jpg
"[{'url': 'https://img.pokemondb.net/artwork/regigigas.jpg', 'path': 'regigigas.jpg', 'checksum': '93b0f2374cce2695859e11c505d202e4'}]",https://img.pokemondb.net/artwork/regigigas.jpg
"[{'url': 'https://img.pokemondb.net/artwork/regigigas.jpg', 'path': 'regigigas.jpg', 'checksum': '93b0f2374cce2695859e11c505d202e4'}]",https://img.pokemondb.net/artwork/regigigas.jpg
"[{'url': 'https://img.pokemondb.net/artwork/darkrai.jpg', 'path': 'darkrai.jpg', 'checksum': '5705598c23d16b2caa2e0ad6d1f75d5f'}]",https://img.pokemondb.net/artwork/darkrai.jpg
"[{'url': 'https://img.pokemondb.net/artwork/giratina-altered.jpg', 'path': 'giratina-altered.jpg', 'checksum': '0f77175cd2b1ea32f67ebb637e2ea05b'}]",https://img.pokemondb.net/artwork/giratina-altered.jpg
"[{'url': 'https://img.pokemondb.net/artwork/giratina-altered.jpg', 'path': 'giratina-altered.jpg', 'checksum': '0f77175cd2b1ea32f67ebb637e2ea05b'}]",https://img.pokemondb.net/artwork/giratina-altered.jpg
"[{'url': 'https://img.pokemondb.net/artwork/darkrai.jpg', 'path': 'darkrai.jpg', 'checksum': '5705598c23d16b2caa2e0ad6d1f75d5f'}]",https://img.pokemondb.net/artwork/darkrai.jpg
"[{'url': 'https://img.pokemondb.net/artwork/darkrai.jpg', 'path': 'darkrai.jpg', 'checksum': '5705598c23d16b2caa2e0ad6d1f75d5f'}]",https://img.pokemondb.net/artwork/darkrai.jpg
"[{'url': 'https://img.pokemondb.net/artwork/shaymin-land.jpg', 'path': 'shaymin-land.jpg', 'checksum': 'de065217cd6ffc8474d9c9e5faf3335d'}]",https://img.pokemondb.net/artwork/shaymin-land.jpg
"[{'url': 'https://img.pokemondb.net/artwork/shaymin-land.jpg', 'path': 'shaymin-land.jpg', 'checksum': 'de065217cd6ffc8474d9c9e5faf3335d'}]",https://img.pokemondb.net/artwork/shaymin-land.jpg
"[{'url': 'https://img.pokemondb.net/artwork/shaymin-land.jpg', 'path': 'shaymin-land.jpg', 'checksum': 'de065217cd6ffc8474d9c9e5faf3335d'}]",https://img.pokemondb.net/artwork/shaymin-land.jpg
"[{'url': 'https://img.pokemondb.net/artwork/cresselia.jpg', 'path': 'cresselia.jpg', 'checksum': 'c3faaf79373172614773e95824667083'}]",https://img.pokemondb.net/artwork/cresselia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/cresselia.jpg', 'path': 'cresselia.jpg', 'checksum': 'c3faaf79373172614773e95824667083'}]",https://img.pokemondb.net/artwork/cresselia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/phione.jpg', 'path': 'phione.jpg', 'checksum': '85a8a194903547a4d8e2e341576004ad'}]",https://img.pokemondb.net/artwork/phione.jpg
"[{'url': 'https://img.pokemondb.net/artwork/cresselia.jpg', 'path': 'cresselia.jpg', 'checksum': 'c3faaf79373172614773e95824667083'}]",https://img.pokemondb.net/artwork/cresselia.jpg
"[{'url': 'https://img.pokemondb.net/artwork/phione.jpg', 'path': 'phione.jpg', 'checksum': '85a8a194903547a4d8e2e341576004ad'}]",https://img.pokemondb.net/artwork/phione.jpg
"[{'url': 'https://img.pokemondb.net/artwork/phione.jpg', 'path': 'phione.jpg', 'checksum': '85a8a194903547a4d8e2e341576004ad'}]",https://img.pokemondb.net/artwork/phione.jpg
"[{'url': 'https://img.pokemondb.net/artwork/manaphy.jpg', 'path': 'manaphy.jpg', 'checksum': '7355bdbca67c4b90ee788cbc7d0f756e'}]",https://img.pokemondb.net/artwork/manaphy.jpg
"[{'url': 'https://img.pokemondb.net/artwork/manaphy.jpg', 'path': 'manaphy.jpg', 'checksum': '7355bdbca67c4b90ee788cbc7d0f756e'}]",https://img.pokemondb.net/artwork/manaphy.jpg
"[{'url': 'https://img.pokemondb.net/artwork/manaphy.jpg', 'path': 'manaphy.jpg', 'checksum': '7355bdbca67c4b90ee788cbc7d0f756e'}]",https://img.pokemondb.net/artwork/manaphy.jpg
"[{'url': 'https://img.pokemondb.net/artwork/victini.jpg', 'path': 'victini.jpg', 'checksum': '98be4612c4707623860078efeafc530e'}]",https://img.pokemondb.net/artwork/victini.jpg
"[{'url': 'https://img.pokemondb.net/artwork/victini.jpg', 'path': 'victini.jpg', 'checksum': '98be4612c4707623860078efeafc530e'}]",https://img.pokemondb.net/artwork/victini.jpg
"[{'url': 'https://img.pokemondb.net/artwork/arceus.jpg', 'path': 'arceus.jpg', 'checksum': '37d68ff7e04d46deeb90fd43e4788c08'}]",https://img.pokemondb.net/artwork/arceus.jpg
"[{'url': 'https://img.pokemondb.net/artwork/arceus.jpg', 'path': 'arceus.jpg', 'checksum': '37d68ff7e04d46deeb90fd43e4788c08'}]",https://img.pokemondb.net/artwork/arceus.jpg
"[{'url': 'https://img.pokemondb.net/artwork/arceus.jpg', 'path': 'arceus.jpg', 'checksum': '37d68ff7e04d46deeb90fd43e4788c08'}]",https://img.pokemondb.net/artwork/arceus.jpg
"[{'url': 'https://img.pokemondb.net/artwork/servine.jpg', 'path': 'servine.jpg', 'checksum': 'cb29495bf6cd3f5229fdb371a3a44ce9'}]",https://img.pokemondb.net/artwork/servine.jpg
"[{'url': 'https://img.pokemondb.net/artwork/servine.jpg', 'path': 'servine.jpg', 'checksum': 'cb29495bf6cd3f5229fdb371a3a44ce9'}]",https://img.pokemondb.net/artwork/servine.jpg
"[{'url': 'https://img.pokemondb.net/artwork/serperior.jpg', 'path': 'serperior.jpg', 'checksum': '2fabd09d2f843276ac68753e484a53ac'}]",https://img.pokemondb.net/artwork/serperior.jpg
"[{'url': 'https://img.pokemondb.net/artwork/serperior.jpg', 'path': 'serperior.jpg', 'checksum': '2fabd09d2f843276ac68753e484a53ac'}]",https://img.pokemondb.net/artwork/serperior.jpg
"[{'url': 'https://img.pokemondb.net/artwork/servine.jpg', 'path': 'servine.jpg', 'checksum': 'cb29495bf6cd3f5229fdb371a3a44ce9'}]",https://img.pokemondb.net/artwork/servine.jpg
"[{'url': 'https://img.pokemondb.net/artwork/tepig.jpg', 'path': 'tepig.jpg', 'checksum': 'c8103321869bbf728837286e5c9a1ba4'}]",https://img.pokemondb.net/artwork/tepig.jpg
"[{'url': 'https://img.pokemondb.net/artwork/tepig.jpg', 'path': 'tepig.jpg', 'checksum': 'c8103321869bbf728837286e5c9a1ba4'}]",https://img.pokemondb.net/artwork/tepig.jpg
"[{'url': 'https://img.pokemondb.net/artwork/serperior.jpg', 'path': 'serperior.jpg', 'checksum': '2fabd09d2f843276ac68753e484a53ac'}]",https://img.pokemondb.net/artwork/serperior.jpg
"[{'url': 'https://img.pokemondb.net/artwork/tepig.jpg', 'path': 'tepig.jpg', 'checksum': 'c8103321869bbf728837286e5c9a1ba4'}]",https://img.pokemondb.net/artwork/tepig.jpg
"[{'url': 'https://img.pokemondb.net/artwork/froslass.jpg', 'path': 'froslass.jpg', 'checksum': '593d08f9478518fe6784eeb1b12e8675'}]",https://img.pokemondb.net/artwork/froslass.jpg
"[{'url': 'https://img.pokemondb.net/artwork/gallade.jpg', 'path': 'gallade.jpg', 'checksum': '746b6f7412913cf78d455783566ab323'}]",https://img.pokemondb.net/artwork/gallade.jpg
"[{'url': 'https://img.pokemondb.net/artwork/probopass.jpg', 'path': 'probopass.jpg', 'checksum': '1c381193981d3a782f450a1ffc05cb1f'}]",https://img.pokemondb.net/artwork/probopass.jpg
"[{'url': 'https://img.pokemondb.net/artwork/dusknoir.jpg', 'path': 'dusknoir.jpg', 'checksum': '34370f292a95c9e389a75ccf855b1994'}]",https://img.pokemondb.net/artwork/dusknoir.jpg
"[{'url': 'https://img.pokemondb.net/artwork/mamoswine.jpg', 'path': 'mamoswine.jpg', 'checksum': 'cd41a01ad8020ce51f6d104ee4acc674'}]",https://img.pokemondb.net/artwork/mamoswine.jpg
"[{'url': 'https://img.pokemondb.net/artwork/glaceon.jpg', 'path': 'glaceon.jpg', 'checksum': '5498ade874901892c6961be19dc78db8'}]",https://img.pokemondb.net/artwork/glaceon.jpg
"[{'url': 'https://img.pokemondb.net/artwork/porygon-z.jpg', 'path': 'porygon-z.jpg', 'checksum': '752206f0eaed7cb42fa79d3c4ac7781c'}]",https://img.pokemondb.net/artwork/porygon-z.jpg
"[{'url': 'https://img.pokemondb.net/artwork/gliscor.jpg', 'path': 'gliscor.jpg', 'checksum': '9e2c6708efbf6c8c6222084460510410'}]",https://img.pokemondb.net/artwork/gliscor.jpg
"[{'url': 'https://img.pokemondb.net/artwork/gallade-mega.jpg', 'path': 'gallade-mega.jpg', 'checksum': 'fc1788808b402ab1a69ee256d841a8be'}]",https://img.pokemondb.net/artwork/gallade-mega.jpg
"[{'url': 'https://img.pokemondb.net/artwork/leafeon.jpg', 'path': 'leafeon.jpg', 'checksum': 'd2f93b2c6c1ad6964278e9fa82e967ee'}]",https://img.pokemondb.net/artwork/leafeon.jpg
